Recency,Frequency,Monetary,CLV_90,AvgBasketSize,IsUK,Cluster,Segment
31,3,1005.09,866.24,16.7515,1,0,New/Low
7,2,3192.54,3192.54,96.74363636363636,1,0,New/Low
123,4,3083.65,0.0,10.143585526315787,1,0,New/Low
2,8,2770.94,591.47,24.095130434782607,1,0,New/Low
23,13,6403.25,1790.61,19.057291666666668,1,0,New/Low
120,3,389.6,0.0,16.93913043478261,1,0,New/Low
358,1,540.45,0.0,30.025,1,1,Loyal Customers
54,5,1786.79,361.99,17.180673076923078,1,0,New/Low
64,1,122.7,122.7,17.52857142857143,1,0,New/Low
86,1,117.24,117.24,39.08,1,0,New/Low
55,1,1271.57,1271.57,36.33057142857143,1,0,New/Low
21,13,3219.77,1539.01,19.513757575757577,1,0,New/Low
4,20,17159.52,7760.84,96.401797752809,1,3,At Risk
3,5,1191.13,1191.13,18.325076923076924,1,0,New/Low
11,5,2674.48,931.7,18.834366197183098,1,0,New/Low
7,5,787.6,591.35,13.34915254237288,1,0,New/Low
189,2,506.8,0.0,18.1,1,1,Loyal Customers
71,1,243.56,243.56,15.2225,1,0,New/Low
204,1,349.55,0.0,18.397368421052636,1,1,Loyal Customers
120,2,595.67,0.0,15.273589743589742,1,0,New/Low
93,1,416.9,0.0,27.793333333333337,1,0,New/Low
1,10,1883.81,1382.7,17.125545454545453,1,0,New/Low
27,4,632.97,578.45,23.44333333333333,1,0,New/Low
298,1,821.1,0.0,39.1,1,1,Loyal Customers
24,3,564.62,403.77,20.911851851851853,1,0,New/Low
28,4,2593.07,1655.77,21.975169491525424,1,0,New/Low
50,1,311.16,311.16,18.303529411764707,1,0,New/Low
326,1,155.93,0.0,12.994166666666668,1,1,Loyal Customers
16,2,388.52,90.02,20.448421052631577,1,0,New/Low
183,3,740.95,0.0,17.23139534883721,1,1,Loyal Customers
72,5,2867.2000000000003,214.92,19.24295302013423,1,0,New/Low
37,2,332.64,131.52,12.793846153846154,1,0,New/Low
80,4,2369.55,907.94,19.42254098360656,1,0,New/Low
57,9,2580.91,143.28,17.43858108108108,1,0,New/Low
12,2,626.45,626.45,18.98333333333333,1,0,New/Low
50,2,272.04,206.66,15.113333333333337,1,0,New/Low
50,2,1212.84,1014.64,40.428,1,0,New/Low
59,2,384.81,171.66,13.743214285714286,0,0,New/Low
352,1,172.25,0.0,24.607142857142858,1,1,Loyal Customers
54,1,351.13,351.13,17.5565,1,0,New/Low
2,6,1838.85,1838.85,15.716666666666669,1,0,New/Low
93,4,678.25,0.0,16.54268292682927,1,0,New/Low
23,1,223.85,223.85,20.35,1,0,New/Low
75,1,348.99,348.99,16.61857142857143,1,0,New/Low
11,4,464.57,239.12,17.206296296296298,1,0,New/Low
169,2,842.65,0.0,93.62777777777778,1,1,Loyal Customers
58,2,337.34,127.34,19.843529411764703,1,0,New/Low
96,2,1237.53,0.0,21.33672413793104,1,0,New/Low
295,1,307.4,0.0,19.2125,1,1,Loyal Customers
109,2,608.79,0.0,26.46913043478261,1,0,New/Low
264,1,922.1,0.0,29.74516129032258,1,1,Loyal Customers
180,1,376.58,0.0,14.483846153846152,1,1,Loyal Customers
169,1,158.85,0.0,17.65,1,1,Loyal Customers
35,1,71.66,71.66,10.237142857142857,1,0,New/Low
23,3,568.55,178.34,12.634444444444444,1,0,New/Low
17,4,839.14,448.08,17.12530612244898,1,0,New/Low
22,5,5112.96,1253.66,113.62133333333334,1,0,New/Low
79,3,561.57,75.6,51.05181818181818,1,0,New/Low
65,1,90.6,90.6,18.12,1,0,New/Low
361,1,102.0,0.0,34.0,1,1,Loyal Customers
3,6,2427.32,1889.42,15.170750000000002,1,0,New/Low
11,4,745.0600000000001,565.75,21.28742857142857,1,0,New/Low
176,3,674.45,0.0,17.293589743589745,1,1,Loyal Customers
218,2,3251.071,0.0,23.730445255474454,1,1,Loyal Customers
7,7,3515.68,911.32,175.784,1,0,New/Low
2,2,439.92,439.92,17.5968,1,0,New/Low
154,2,322.96,0.0,9.786666666666664,1,1,Loyal Customers
5,5,1019.27,343.2,6.933809523809524,1,0,New/Low
79,3,594.04,256.6,6.600444444444444,1,0,New/Low
21,2,230.22,230.22,19.185,1,0,New/Low
22,2,169.54999999999998,51.95,15.413636363636362,1,0,New/Low
308,4,664.54,0.0,18.986857142857144,1,1,Loyal Customers
146,1,80.7,0.0,40.35,1,1,Loyal Customers
7,18,9024.17,5140.9400000000005,14.578626817447496,1,3,At Risk
19,8,2758.26,772.36,18.511812080536917,1,0,New/Low
71,2,190.25,44.35,12.683333333333334,1,0,New/Low
287,1,264.7,0.0,24.063636363636363,1,1,Loyal Customers
49,1,413.59,413.59,14.77107142857143,1,0,New/Low
31,6,2461.24,994.57,7.480972644376901,1,0,New/Low
207,1,357.98,0.0,35.798,1,1,Loyal Customers
15,2,196.79,196.79,13.119333333333334,1,0,New/Low
73,1,869.87,869.87,16.108703703703704,1,0,New/Low
60,1,200.14,200.14,18.19454545454545,1,0,New/Low
39,4,1871.81,641.6700000000001,16.863153153153153,1,0,New/Low
30,12,2603.43,922.37,24.3311214953271,1,0,New/Low
27,5,920.51,101.18,57.531875,1,0,New/Low
4,15,7060.13,4287.09,20.2295988538682,1,3,At Risk
17,1,320.46,320.46,24.650769230769228,1,0,New/Low
20,6,4147.96,2224.46,17.726324786324785,1,0,New/Low
66,2,1266.08,369.41,30.88,1,0,New/Low
213,1,311.3,0.0,19.45625,1,1,Loyal Customers
12,6,852.88,726.53,10.400975609756095,1,0,New/Low
30,1,76.8,76.8,15.36,1,0,New/Low
43,9,3466.36,834.05,28.647603305785125,1,0,New/Low
4,6,2274.14,1854.58,15.36581081081081,1,0,New/Low
15,5,1393.69,521.79,16.205697674418605,1,0,New/Low
10,12,3901.81,1032.84,18.758701923076924,1,0,New/Low
211,1,635.66,0.0,42.37733333333333,1,1,Loyal Customers
46,3,2043.08,733.94,52.38666666666667,1,0,New/Low
134,2,529.73,0.0,11.270851063829788,1,0,New/Low
43,7,4582.64,1379.38,26.799064327485382,1,0,New/Low
10,5,2874.72,2178.16,34.22285714285714,1,0,New/Low
116,3,962.19,0.0,32.073,1,0,New/Low
198,2,695.61,0.0,16.562142857142856,1,1,Loyal Customers
278,1,328.8,0.0,29.89090909090909,1,1,Loyal Customers
110,3,473.02,0.0,13.91235294117647,1,0,New/Low
77,1,505.18,505.18,12.953333333333331,1,0,New/Low
53,1,917.34,917.34,45.867,1,0,New/Low
162,4,4341.21,0.0,26.964037267080744,0,1,Loyal Customers
47,3,1421.61,621.08,21.539545454545458,1,0,New/Low
17,2,642.8,642.8,16.48205128205128,1,0,New/Low
155,3,631.9,0.0,28.722727272727276,1,1,Loyal Customers
225,1,440.0,0.0,15.714285714285714,1,1,Loyal Customers
7,2,584.07,310.93,18.840967741935486,1,0,New/Low
122,2,327.7,0.0,20.48125,1,0,New/Low
61,1,104.82,104.82,17.47,1,0,New/Low
63,2,467.66,302.46,31.177333333333333,1,0,New/Low
18,8,2358.84,701.34,9.747272727272728,1,0,New/Low
7,19,17286.86,7659.83,69.14744,1,3,At Risk
2,11,2975.59,1130.22,20.80832167832168,1,0,New/Low
22,3,648.89,174.98,7.545232558139535,1,0,New/Low
29,5,1428.02,590.76,21.636666666666667,1,0,New/Low
285,1,626.65,0.0,16.49078947368421,1,1,Loyal Customers
176,2,147.20000000000002,0.0,5.257142857142858,1,1,Loyal Customers
78,3,1560.38,473.96,16.960652173913044,1,0,New/Low
33,1,152.2,152.2,25.366666666666664,1,0,New/Low
41,12,3560.32,825.86,15.547248908296943,1,0,New/Low
266,1,141.41,0.0,6.733809523809524,1,1,Loyal Customers
27,4,646.42,110.71,3.1379611650485435,1,0,New/Low
109,4,1659.75,0.0,276.625,1,0,New/Low
284,1,154.99,0.0,11.070714285714288,1,1,Loyal Customers
9,5,1308.61,672.69,40.8940625,1,0,New/Low
305,1,409.93,0.0,4.822705882352941,1,1,Loyal Customers
17,4,5578.72,2333.98,11.670962343096235,1,0,New/Low
32,2,746.36,260.38,13.821481481481484,1,0,New/Low
1,23,15610.39,6338.55,74.33519047619048,1,3,At Risk
20,1,225.36,225.36,4.024285714285714,1,0,New/Low
124,2,260.25,0.0,65.0625,1,0,New/Low
65,1,92.46,92.46,15.410000000000002,1,0,New/Low
106,1,725.6400000000001,0.0,72.56400000000001,1,0,New/Low
1,23,8152.71,2818.74,7.493299632352941,1,3,At Risk
24,17,6211.66,1405.98,21.949328621908126,1,3,At Risk
267,1,183.6,0.0,22.95,1,1,Loyal Customers
5,19,6140.42,2037.64,30.39811881188119,1,3,At Risk
10,12,10464.85,1664.18,94.27792792792792,1,3,At Risk
29,5,1334.34,237.31,17.329090909090908,1,0,New/Low
267,1,152.55,0.0,21.792857142857144,1,1,Loyal Customers
64,2,374.7,150.03,7.2057692307692305,1,0,New/Low
320,1,265.85,0.0,11.077083333333334,1,1,Loyal Customers
4,8,1437.57,1080.76,4.450681114551084,1,0,New/Low
32,1,151.04,151.04,11.618461538461538,1,0,New/Low
5,3,942.26,634.34,21.913023255813957,1,0,New/Low
129,1,118.67,0.0,2.6970454545454547,1,0,New/Low
41,5,499.42,189.02,11.89095238095238,1,0,New/Low
102,6,1049.37,0.0,16.144153846153845,1,0,New/Low
125,1,375.1,0.0,31.258333333333336,1,0,New/Low
33,1,45.6,45.6,11.4,1,0,New/Low
302,2,921.62,0.0,6.144133333333333,1,1,Loyal Customers
365,1,182.25,0.0,6.2844827586206895,1,1,Loyal Customers
4,9,1002.9,469.51,5.666101694915255,1,0,New/Low
2,18,4421.29,1200.35,9.868950892857145,1,3,At Risk
3,1,191.47,191.47,2.8157352941176472,1,0,New/Low
10,13,50491.81,24983.92,85.7246349745331,1,3,At Risk
57,1,158.75,158.75,12.211538461538462,1,0,New/Low
325,1,76.32000000000001,0.0,76.32000000000001,1,1,Loyal Customers
8,14,4076.91,1331.49,19.050981308411217,1,0,New/Low
12,1,433.86,433.86,4.3386000000000005,1,0,New/Low
4,17,65164.79,64920.11,12.749909998043435,1,3,At Risk
37,1,147.35,147.35,7.016666666666667,1,0,New/Low
16,11,3104.17,794.25,12.41668,1,0,New/Low
138,1,191.95,0.0,7.678,1,0,New/Low
74,6,5976.79,1032.4,170.76542857142857,1,0,New/Low
5,5,1105.88,1105.88,19.06689655172413,1,0,New/Low
155,2,216.21,0.0,10.295714285714286,1,1,Loyal Customers
239,1,1266.23,0.0,17.111216216216217,1,1,Loyal Customers
52,7,2703.23,241.29,21.977479674796747,1,0,New/Low
31,2,597.91,306.58,17.585588235294118,1,0,New/Low
73,1,144.2,144.2,16.022222222222222,1,0,New/Low
4,12,5683.15,2423.53,36.66548387096774,1,0,New/Low
14,4,692.85,397.35,69.285,1,0,New/Low
23,7,2915.15,1014.33,18.2196875,1,0,New/Low
4,4,1840.42,1406.92,54.13,1,0,New/Low
274,2,386.53,0.0,25.768666666666665,1,1,Loyal Customers
20,5,1382.74,753.87,19.204722222222223,1,0,New/Low
144,1,90.0,0.0,30.0,1,1,Loyal Customers
4,4,2780.15,2780.15,17.485220125786164,1,0,New/Low
84,1,419.58,419.58,83.916,1,0,New/Low
11,3,2720.63,2720.63,16.38933734939759,1,0,New/Low
8,3,706.1300000000001,706.1300000000001,47.07533333333334,1,0,New/Low
123,3,709.71,0.0,16.129772727272726,1,0,New/Low
61,2,637.5,331.96,13.858695652173912,1,0,New/Low
2,5,1123.86,397.63,21.61269230769231,1,0,New/Low
319,1,480.91,0.0,7.286515151515152,1,1,Loyal Customers
2,11,3586.03,2033.57,17.93015,1,0,New/Low
130,3,605.64,0.0,21.63,1,0,New/Low
2,15,4690.31,1499.99,35.00231343283583,1,3,At Risk
2,2,965.88,965.88,20.997391304347826,1,0,New/Low
46,1,415.82,415.82,15.993076923076924,1,0,New/Low
4,2,935.05,935.05,14.16742424242424,1,0,New/Low
3,4,915.13,629.97,22.87825,1,0,New/Low
373,1,311.81,0.0,14.17318181818182,1,1,Loyal Customers
134,1,115.8,0.0,16.54285714285714,1,0,New/Low
47,4,3742.2,891.0,340.2,1,0,New/Low
9,5,4191.0,2287.27,19.957142857142856,1,0,New/Low
78,2,483.4,300.6,96.68,1,0,New/Low
234,1,157.2,0.0,52.4,1,1,Loyal Customers
221,1,446.62,0.0,15.950714285714286,1,1,Loyal Customers
36,2,658.64,352.46,25.33230769230769,1,0,New/Low
75,2,621.29,306.78000000000003,12.67938775510204,1,0,New/Low
239,2,1345.62,0.0,25.87730769230769,1,1,Loyal Customers
266,1,118.75,0.0,19.791666666666668,1,1,Loyal Customers
10,55,117210.08,18521.29,84.02156272401434,0,2,Big Spenders
20,2,424.89,155.71,9.236739130434785,1,0,New/Low
40,1,507.66,507.66,12.381951219512194,1,0,New/Low
20,11,4630.35,1897.62,3.94072340425532,1,0,New/Low
216,3,1097.62,0.0,10.554038461538465,1,1,Loyal Customers
174,2,289.36,0.0,11.5744,1,1,Loyal Customers
87,4,2445.91,786.52,47.036730769230765,1,0,New/Low
71,2,1631.77,1631.77,56.26793103448276,1,0,New/Low
276,1,120.44,0.0,5.0183333333333335,1,1,Loyal Customers
39,4,562.59,172.74,11.2518,1,0,New/Low
98,1,363.79,0.0,6.272241379310345,1,0,New/Low
11,4,450.84,336.8,15.546206896551723,1,0,New/Low
33,1,134.46,134.46,5.171538461538462,1,0,New/Low
60,3,3222.3,2016.31,21.626174496644296,1,0,New/Low
297,4,576.9000000000001,0.0,18.60967741935484,1,1,Loyal Customers
86,4,549.46,250.0,13.401463414634147,1,0,New/Low
9,7,1600.26,1122.97,5.032264150943396,1,0,New/Low
41,2,701.57,701.57,4.46859872611465,1,0,New/Low
11,25,4748.52,489.6,19.785500000000003,1,3,At Risk
67,1,452.89,452.89,18.870416666666667,1,0,New/Low
331,1,197.65,0.0,65.88333333333334,1,1,Loyal Customers
31,6,2054.36,670.9,31.605538461538465,1,0,New/Low
2,15,4654.08,1386.16,17.56256603773585,1,3,At Risk
2,13,4684.76,2426.5,18.08787644787645,1,0,New/Low
68,2,853.39,430.85,20.318809523809524,1,0,New/Low
5,21,11349.52,5683.07,19.601934369602763,1,3,At Risk
202,2,1012.0,0.0,144.57142857142858,1,1,Loyal Customers
107,1,335.52,0.0,55.92,1,0,New/Low
18,4,701.4,344.45,17.984615384615385,1,0,New/Low
218,1,185.4,0.0,92.7,1,1,Loyal Customers
60,7,747.44,226.2,20.20108108108108,1,0,New/Low
2,1,150.61,150.61,3.861794871794872,1,0,New/Low
17,2,466.7,243.8,19.445833333333333,1,0,New/Low
239,1,328.16,0.0,16.407999999999998,1,1,Loyal Customers
95,1,151.74,0.0,15.174,1,0,New/Low
11,6,2073.43,197.1,23.83252873563218,1,0,New/Low
106,6,1905.84,0.0,18.684705882352944,1,0,New/Low
53,9,2241.1,1111.17,20.009821428571428,1,0,New/Low
90,1,1070.48,0.0,118.94222222222224,1,0,New/Low
31,5,1004.38,105.22,14.990746268656716,1,0,New/Low
12,6,1789.72,691.45,16.57148148148148,1,0,New/Low
3,4,1839.3,1839.3,31.17457627118644,1,0,New/Low
2,17,2004.98,793.48,20.0498,1,3,At Risk
43,1,169.48000000000002,169.48000000000002,14.123333333333337,1,0,New/Low
4,1,89.94,89.94,12.848571428571429,1,0,New/Low
247,2,632.4000000000001,0.0,30.11428571428572,1,1,Loyal Customers
42,9,3432.8,815.79,17.78652849740933,1,0,New/Low
177,1,683.17,0.0,16.662682926829266,1,1,Loyal Customers
92,3,991.13,0.0,16.518833333333333,1,0,New/Low
110,4,1009.73,0.0,8.93566371681416,1,0,New/Low
29,5,2214.79,522.7900000000001,33.55742424242424,1,0,New/Low
26,10,3350.96,951.44,19.148342857142858,1,0,New/Low
52,3,1547.2,785.0699999999999,38.68,1,0,New/Low
184,3,925.71,0.0,18.5142,1,1,Loyal Customers
43,5,2048.07,474.74,17.80930434782609,1,0,New/Low
49,4,1462.72,503.62,41.792,1,0,New/Low
22,4,754.12,754.12,5.130068027210885,1,0,New/Low
75,5,3144.86,342.0,39.80835443037975,1,0,New/Low
81,2,490.86,301.56,32.724000000000004,1,0,New/Low
373,1,161.0,0.0,17.88888888888889,1,1,Loyal Customers
326,1,146.85,0.0,18.35625,1,1,Loyal Customers
43,11,2380.85,499.96,21.257589285714285,1,0,New/Low
30,2,890.34,663.49,21.19857142857143,1,0,New/Low
184,1,213.7,0.0,21.37,1,1,Loyal Customers
235,2,280.55,0.0,17.534375,1,1,Loyal Customers
9,10,2588.77,282.82,18.360070921985816,1,0,New/Low
220,2,1693.45,0.0,15.680092592592594,1,1,Loyal Customers
111,3,1474.06,0.0,19.65413333333333,1,0,New/Low
278,1,136.77,0.0,6.838500000000001,1,1,Loyal Customers
318,1,302.58,0.0,37.8225,1,1,Loyal Customers
7,3,1904.05,1904.05,17.153603603603603,1,0,New/Low
2,5,2879.7000000000003,2879.7000000000003,36.91923076923077,1,0,New/Low
260,2,969.06,0.0,18.284150943396227,1,1,Loyal Customers
64,5,3099.7200000000003,373.88,29.24264150943397,1,0,New/Low
9,9,12669.98,1371.6,114.14396396396396,1,0,New/Low
142,1,120.0,0.0,24.0,1,0,New/Low
51,2,1163.45,1163.45,22.37403846153846,1,0,New/Low
8,8,2618.23,1763.23,18.3093006993007,1,0,New/Low
155,2,333.97,0.0,19.64529411764706,1,1,Loyal Customers
109,2,530.18,0.0,17.10258064516129,0,0,New/Low
163,3,1516.24,0.0,27.568,1,1,Loyal Customers
332,1,492.65,0.0,16.98793103448276,1,1,Loyal Customers
226,1,112.32,0.0,11.232,1,1,Loyal Customers
74,2,437.96,305.87,13.271515151515151,1,0,New/Low
51,4,559.97,109.92,19.309310344827587,1,0,New/Low
99,3,1119.74,0.0,17.4959375,1,0,New/Low
15,3,4188.0,2558.9700000000003,18.864864864864863,0,0,New/Low
197,1,134.04,0.0,16.755,1,1,Loyal Customers
3,15,3701.44,1233.9,24.03532467532468,1,3,At Risk
31,2,595.25,595.25,18.6015625,1,0,New/Low
21,4,1910.01,1904.11,70.74111111111111,1,0,New/Low
24,3,4628.75,2578.67,16.53125,1,0,New/Low
8,3,176.63,93.35,19.625555555555557,1,0,New/Low
213,1,426.6,0.0,26.6625,1,1,Loyal Customers
9,6,911.26,78.48,19.388510638297877,1,0,New/Low
11,5,2314.65,1537.09,22.917326732673267,1,0,New/Low
2,11,3883.25,1527.71,16.385021097046412,1,0,New/Low
8,9,4871.93,2281.72,48.7193,1,0,New/Low
3,4,1046.56,307.15000000000003,17.15672131147541,1,0,New/Low
40,1,166.20000000000002,166.20000000000002,33.24,1,0,New/Low
18,4,1305.33,1072.73,21.053709677419352,1,0,New/Low
8,44,51527.3,10344.79,31.476664630421503,1,3,At Risk
8,9,3965.62,1528.48,27.73160839160839,1,0,New/Low
19,1,43.2,43.2,14.4,1,0,New/Low
117,1,640.14,0.0,49.24153846153846,1,0,New/Low
223,1,383.45,0.0,22.555882352941172,1,1,Loyal Customers
71,3,1858.96,810.51,17.70438095238095,1,0,New/Low
51,2,2093.32,2093.32,63.4339393939394,1,0,New/Low
89,6,2995.7200000000003,687.83,16.64288888888889,1,0,New/Low
8,9,2352.53,718.83,20.10709401709402,1,0,New/Low
243,1,310.26,0.0,15.513,1,1,Loyal Customers
47,6,1611.59,564.4,18.52402298850575,1,0,New/Low
107,1,120.0,0.0,15.0,1,0,New/Low
45,6,2481.13,930.98,24.565643564356435,1,0,New/Low
65,1,508.58,508.58,21.19083333333333,1,0,New/Low
207,2,477.79,0.0,15.412580645161292,1,1,Loyal Customers
11,5,1530.75,630.1,12.445121951219512,1,0,New/Low
115,2,605.0600000000001,0.0,16.807222222222222,1,0,New/Low
242,1,183.85,0.0,22.98125,1,1,Loyal Customers
163,1,311.65000000000003,0.0,25.97083333333333,1,1,Loyal Customers
17,7,4975.24,1490.21,19.28387596899225,1,0,New/Low
124,2,462.66,0.0,16.52357142857143,1,0,New/Low
23,3,840.21,721.1700000000001,33.6084,1,0,New/Low
68,1,415.2,415.2,27.68,1,0,New/Low
17,8,2552.21,223.5,15.754382716049385,1,0,New/Low
16,2,454.86,107.36,7.581,0,0,New/Low
17,4,1614.91,500.52,17.943444444444445,1,0,New/Low
161,2,588.22,0.0,18.97483870967742,1,1,Loyal Customers
243,1,309.52000000000004,0.0,22.10857142857143,1,1,Loyal Customers
219,1,134.7,0.0,22.45,1,1,Loyal Customers
45,8,2166.98,1027.46,16.92953125,1,0,New/Low
21,4,668.5600000000001,248.82,31.83619047619048,1,0,New/Low
127,8,889.9300000000001,0.0,12.534225352112676,1,0,New/Low
39,1,108.98,108.98,18.16333333333333,1,0,New/Low
121,2,1021.58,0.0,17.026333333333334,1,0,New/Low
260,1,409.57,0.0,22.753888888888888,1,1,Loyal Customers
10,1,133.5,133.5,4.306451612903226,1,0,New/Low
274,1,282.93,0.0,15.718333333333334,1,1,Loyal Customers
165,1,51.0,0.0,51.0,1,1,Loyal Customers
157,4,1078.96,0.0,22.95659574468085,1,1,Loyal Customers
215,1,90.6,0.0,15.1,1,1,Loyal Customers
6,2,163.62,163.62,18.18,1,0,New/Low
366,1,174.4,0.0,15.854545454545455,1,1,Loyal Customers
80,2,701.23,701.23,21.24939393939394,1,0,New/Low
43,1,225.12,225.12,5.628,1,0,New/Low
19,3,912.18,912.18,16.585090909090912,1,0,New/Low
32,4,2118.03,993.54,18.102820512820514,1,0,New/Low
22,1,151.5,151.5,4.094594594594595,1,0,New/Low
109,8,3717.35,0.0,53.87463768115942,1,0,New/Low
8,16,9227.82,3808.12,17.711746641074857,1,3,At Risk
320,1,155.0,0.0,19.375,1,1,Loyal Customers
295,1,100.5,0.0,25.125,1,1,Loyal Customers
358,1,76.55,0.0,19.1375,1,1,Loyal Customers
185,1,235.56,0.0,3.5690909090909093,1,1,Loyal Customers
191,2,617.05,0.0,56.095454545454544,1,1,Loyal Customers
44,2,348.1,237.12,7.567391304347827,1,0,New/Low
52,1,202.68,202.68,3.619285714285714,1,0,New/Low
26,1,615.49,615.49,4.88484126984127,1,0,New/Low
38,3,1247.69,1005.6,21.14728813559322,1,0,New/Low
9,3,202.11,202.11,14.43642857142857,1,0,New/Low
297,1,142.4,0.0,20.342857142857145,1,1,Loyal Customers
33,3,1727.6,1286.84,12.428776978417266,1,0,New/Low
10,8,3212.84,935.07,17.273333333333333,1,0,New/Low
65,2,1043.46,732.32,23.188,1,0,New/Low
10,9,4642.57,3051.86,16.347077464788732,1,0,New/Low
218,1,67.95,0.0,13.59,1,1,Loyal Customers
2,9,3479.91,1527.59,9.999741379310343,1,0,New/Low
65,2,487.99,377.64,6.684794520547945,1,0,New/Low
3,19,2612.96,1576.84,30.034022988505747,1,3,At Risk
149,1,574.7,0.0,22.988000000000003,1,1,Loyal Customers
4,13,4051.48,972.1,22.26087912087912,1,0,New/Low
130,4,1475.81,0.0,73.7905,1,0,New/Low
34,6,1449.32,126.8,14.4932,1,0,New/Low
119,1,156.75,0.0,19.59375,1,0,New/Low
107,6,2157.73,0.0,29.55794520547945,1,0,New/Low
11,7,2599.03,308.22,24.519150943396227,1,0,New/Low
71,6,2059.4500000000003,115.72,38.137962962962966,1,0,New/Low
92,9,1100.27,0.0,5.821534391534391,1,0,New/Low
311,1,1063.0,0.0,75.92857142857143,1,1,Loyal Customers
43,2,770.03,770.03,17.90767441860465,1,0,New/Low
362,1,121.05,0.0,5.502272727272727,1,1,Loyal Customers
92,7,1496.98,0.0,15.43278350515464,1,0,New/Low
1,13,5855.57,2089.44,10.113246977547496,1,0,New/Low
22,2,490.22,490.22,35.01571428571429,1,0,New/Low
4,3,1937.25,1786.81,15.622983870967742,1,0,New/Low
11,6,1051.79,744.65,5.206881188118811,1,0,New/Low
99,1,387.52,0.0,13.362758620689654,1,0,New/Low
57,2,813.11,357.93,30.115185185185187,1,0,New/Low
1,6,4263.64,3231.49,19.205585585585588,1,0,New/Low
218,1,265.2,0.0,88.39999999999999,1,1,Loyal Customers
18,1,322.08,322.08,322.08,1,0,New/Low
24,10,4481.67,1596.09,20.007455357142856,1,0,New/Low
50,2,363.34,363.34,21.37294117647059,1,0,New/Low
7,5,1224.06,893.4399999999999,8.934744525547444,1,0,New/Low
303,1,470.36,0.0,27.668235294117647,1,1,Loyal Customers
10,6,2248.5,2248.5,5.964190981432361,1,0,New/Low
22,6,1372.8,1372.8,114.4,1,0,New/Low
99,1,89.06,0.0,9.895555555555555,1,0,New/Low
366,1,63.0,0.0,12.6,1,1,Loyal Customers
306,1,131.9,0.0,14.655555555555557,1,1,Loyal Customers
320,1,2661.24,0.0,83.16375,0,1,Loyal Customers
8,5,2357.68,1171.97,42.86690909090909,1,0,New/Low
1,4,1712.89,1015.49,33.58607843137255,1,0,New/Low
205,2,1589.82,0.0,25.235238095238092,0,1,Loyal Customers
54,4,1420.2,428.68,15.270967741935484,1,0,New/Low
1,4,1010.35,707.3100000000001,3.6474729241877255,1,0,New/Low
19,5,1163.23,562.2,16.617571428571427,1,0,New/Low
9,2,375.35,273.0,18.7675,1,0,New/Low
19,4,885.8,485.89,3.5432,1,0,New/Low
181,3,483.25,0.0,12.08125,1,1,Loyal Customers
60,2,643.9,283.9,6.132380952380952,1,0,New/Low
11,2,259.05,131.68,4.3175,1,0,New/Low
190,1,119.93,0.0,5.451363636363637,1,1,Loyal Customers
5,9,3017.28,2380.63,3.1861457233368533,1,0,New/Low
311,1,113.64,0.0,28.41,1,1,Loyal Customers
155,1,1837.92,0.0,49.67351351351351,1,1,Loyal Customers
110,3,434.34,0.0,27.14625,1,0,New/Low
148,3,2103.06,0.0,11.683666666666666,1,1,Loyal Customers
66,11,1980.57,469.92,8.500300429184549,1,0,New/Low
98,3,529.62,0.0,88.27,1,0,New/Low
247,3,1038.44,0.0,8.44260162601626,1,1,Loyal Customers
29,7,2272.4,691.9499999999999,31.561111111111117,1,0,New/Low
18,4,596.26,464.56,6.699550561797753,1,0,New/Low
12,2,461.19,163.55,10.725348837209305,1,0,New/Low
104,8,1852.67,0.0,6.991207547169812,1,0,New/Low
74,2,234.34,149.34,33.47714285714286,1,0,New/Low
46,1,547.66,547.66,18.884827586206896,1,0,New/Low
72,3,925.85,303.68,22.04404761904762,1,0,New/Low
257,1,193.0,0.0,11.352941176470589,1,1,Loyal Customers
20,4,1309.6,786.6,130.95999999999998,1,0,New/Low
254,2,316.25,0.0,17.569444444444443,1,1,Loyal Customers
11,1,279.05,279.05,21.46538461538461,1,0,New/Low
165,2,636.51,0.0,21.217,1,1,Loyal Customers
18,6,2022.81,1556.86,14.765036496350364,1,0,New/Low
282,1,137.1,0.0,15.233333333333333,1,1,Loyal Customers
50,1,321.92,321.92,22.99428571428572,1,0,New/Low
39,1,162.8,162.8,3.539130434782609,1,0,New/Low
27,6,1165.48,1040.38,8.324857142857143,1,0,New/Low
68,1,1064.28,1064.28,23.136521739130437,1,0,New/Low
207,1,463.38,0.0,15.446,1,1,Loyal Customers
175,2,340.93,0.0,20.05470588235294,1,1,Loyal Customers
7,5,2383.24,1772.02,19.860333333333337,1,0,New/Low
26,1,139.56,139.56,19.937142857142856,1,0,New/Low
51,2,123.8,83.2,20.633333333333336,1,0,New/Low
312,2,538.8100000000001,0.0,28.35842105263158,1,1,Loyal Customers
309,1,475.37,0.0,16.392068965517243,1,1,Loyal Customers
43,5,1957.32,675.53,10.141554404145078,1,0,New/Low
26,3,808.44,440.63,4.254947368421053,1,0,New/Low
88,3,356.85,21.0,50.97857142857144,1,0,New/Low
184,2,251.21,0.0,25.121,1,1,Loyal Customers
20,11,2429.83,1266.61,3.996430921052632,1,0,New/Low
3,6,3543.26,2946.19,21.605243902439025,1,0,New/Low
47,4,673.26,130.55,6.2921495327102805,1,0,New/Low
17,8,5859.43,1636.69,7.464242038216561,1,0,New/Low
17,5,1960.65,1141.69,6.646271186440679,1,0,New/Low
